,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
200509,1.2377,0.5357,0.9325,-0.1903,0.5057,1.0163,-0.6313,0.4261,0.9404,0.1725,0.321,-0.256,-0.9182,1.4296,0.722,2.2164,-0.2805,0.3798,-0.7556,2.6832,1.2296,1.0395,-0.0544,2.0182,1.255
200510,-4.8352,-3.1747,-1.5562,-3.0231,-3.5356,-4.5148,-2.5696,-2.6175,-1.6291,-2.9723,-2.7554,-2.6525,-2.7354,-2.0849,-4.3368,-2.4953,-2.9025,-2.9558,-2.9087,-1.9284,-2.7716,-2.0688,-1.4581,-1.9366,-0.881
200511,2.0096,3.1958,2.6502,3.814,3.5473,4.2661,3.8018,3.16,4.3727,6.3016,3.4983,3.923,5.3904,6.2137,6.4764,3.1262,4.539,4.625,4.0792,4.9322,3.4069,3.8515,2.1525,4.3955,4.9002
200512,0.4125,1.4179,1.6336,0.4606,1.4575,0.7684,1.4534,-0.0281,-0.9151,-1.0294,1.241,-0.6333,-0.2277,0.4459,0.5576,2.1096,0.0448,1.157,1.1014,0.5045,0.697,0.3221,0.6747,0.7633,0.2461
200601,10.5771,6.6932,7.3411,7.3056,9.6397,8.0118,5.8379,9.1491,9.6373,9.317,5.0983,6.7886,6.4744,8.781,6.8869,2.9082,3.4483,4.8723,3.84,5.6646,3.4544,2.196,2.3045,4.4808,4.1225
200602,1.6099,1.1585,1.7398,1.6265,-0.281,1.7812,0.7177,-0.9629,-0.3788,-0.9926,-0.8208,0.5253,-0.1916,-1.0017,-0.8763,1.0005,0.7978,0.3686,-0.0208,-0.3177,1.1259,1.1362,1.8096,-0.8773,-1.5898
200603,6.1606,4.8274,5.1196,4.1077,4.0356,2.809,4.657,4.3443,4.9572,4.9085,4.4329,1.3798,2.2893,5.1301,4.0745,3.1444,1.7925,2.1538,2.9208,2.4609,0.6371,1.446,0.9032,1.7827,1.3306
200604,0.9116,3.1816,0.7755,0.2141,-0.7768,-0.1557,-0.4215,-0.2074,2.0386,0.5923,-0.5037,1.1252,0.912,1.1222,-0.6116,1.9926,0.4698,0.9787,0.2384,1.4595,1.0117,1.0006,2.2561,2.2183,0.2889
200605,-5.8871,-3.9322,-3.379,-4.4968,-6.8363,-5.3061,-3.7917,-2.8632,-4.767,-5.9822,-5.4608,-1.3569,-5.2054,-4.0533,-5.1382,-1.9333,-2.9086,-2.7538,-4.0481,-5.3107,-1.3345,-1.3886,-1.5632,-2.7328,-5.8143
200606,-1.2819,-0.4932,1.1523,-1.1916,-2.04,-0.806,-0.3134,0.1403,0.459,-0.5727,-0.5138,-1.1733,-1.6464,0.3306,-1.075,-0.1162,-0.4432,-1.3119,-0.8657,-1.268,0.9373,0.5737,0.0632,0.3976,0.8014
200607,-5.2036,-2.7735,-1.8682,-2.374,-4.3652,-3.2171,-3.7015,-2.2743,-2.4984,-6.3279,-3.0656,-1.702,-3.3926,-3.7198,-5.0541,-3.1472,-4.1944,-2.6179,-3.4811,-4.4845,-1.1615,0.2036,-0.05,-2.5946,0.1361
200608,2.8348,1.8821,1.3334,1.4967,1.3009,4.2734,3.7215,4.4541,2.4999,1.9505,3.1953,1.8284,1.0742,2.315,2.9099,5.0028,1.1732,1.8519,2.3318,0.2549,4.2138,2.3399,3.1498,0.4529,2.1312
200609,-0.1619,1.0958,1.6307,1.1025,0.2378,1.3556,0.7971,1.0775,1.6489,0.7243,2.4037,3.354,1.1387,0.3916,0.1611,1.3755,3.1993,2.8615,0.8442,2.2873,3.0421,2.2492,2.1352,3.2171,2.1183
200610,5.9806,4.2805,4.666,5.056,5.211,5.6355,4.4603,5.8064,4.7824,7.0949,5.2916,5.5541,3.9788,4.6694,5.5706,5.4917,3.1557,3.0631,4.9469,4.0039,3.3098,3.6058,3.8222,3.019,2.3194
200611,2.0536,2.4562,2.1388,2.6357,2.3171,2.9147,3.5598,3.0453,1.9598,2.7153,2.9423,4.2651,3.2179,4.6945,4.9232,4.4264,3.6065,2.6195,3.9983,5.134,0.743,0.7888,1.365,3.7556,3.7637
200612,2.0774,2.8435,1.5514,1.8749,1.9207,-0.5063,1.1761,1.2082,0.847,-2.2269,2.0337,1.4528,-0.0638,0.1335,-1.2337,1.0118,1.3263,0.8465,-0.2197,-1.1856,1.439,1.5928,2.3612,-0.6148,-1.066
200701,4.2345,1.7065,1.7788,1.9384,1.9154,3.0306,1.2525,1.5855,1.6903,1.3267,3.7158,2.8132,1.5302,3.5706,1.9242,3.4793,3.5484,3.2471,3.509,3.5138,1.1033,2.6302,1.8346,2.2931,3.4792
200702,1.4899,-0.5222,0.5067,0.1023,-0.3928,0.7842,-1.0996,-0.9185,-0.3434,0.1183,0.3755,1.0427,1.0748,0.0179,-0.0114,0.5719,-0.4508,0.6411,1.0747,-0.8276,-0.4514,-1.3643,-0.8117,-0.9175,0.8702
200703,0.0064,0.2826,0.2046,0.304,-0.9644,0.165,-0.4283,2.025,0.4927,0.2982,2.3032,2.2019,1.8995,1.1019,2.7231,1.7514,0.2999,1.1132,2.1352,-0.0916,-0.0913,0.8178,0.633,1.1085,2.1518
200704,2.3342,1.7581,1.7116,1.3134,2.123,1.7566,1.8876,0.8056,1.1645,3.2834,3.9344,3.8388,2.5588,3.1813,3.792,3.1373,5.841,3.8508,4.6182,2.9491,4.9746,2.8292,4.3303,5.0454,3.7008
200705,-0.0164,1.5622,2.7364,2.0464,1.4318,2.6836,2.4044,4.1662,4.2743,4.3828,4.5555,5.7226,5.0014,5.3266,5.7984,3.1656,4.3644,3.5768,4.3999,4.7679,3.6578,2.8445,3.1952,3.2524,4.0525
200706,-0.2302,-0.0669,0.8694,-0.3457,-0.4773,-3.1832,-0.6678,-1.3834,-2.3894,-1.7405,-0.2997,-0.8589,-0.1396,-1.5839,-1.6538,-2.7081,-1.5731,-1.8886,-0.9256,-2.9188,-0.883,-2.2215,-1.8155,-1.8948,-1.6358
200707,-5.9723,-4.0697,-4.8059,-5.2487,-5.4246,-8.3924,-5.5284,-6.7307,-7.7405,-4.9738,-7.0615,-5.4438,-4.6672,-4.6734,-3.5337,-6.5323,-5.9152,-5.6906,-4.3714,-1.2474,-2.7063,-3.9644,-2.7791,-2.9085,-1.8155
200708,-3.6782,-2.4513,-1.2585,-0.7664,-2.411,1.5229,1.7536,3.3536,1.3429,1.7648,-1.8632,-1.2503,1.916,1.762,1.1291,-0.8897,0.4989,-0.6276,-0.6145,0.6919,-0.105,1.5948,1.1295,0.6367,0.4602
200709,-0.3482,0.2416,0.2274,1.1851,3.4539,-1.6406,1.0867,-0.5468,0.9239,2.5141,1.3871,2.6173,-1.1353,1.6236,5.3562,1.7091,1.5496,1.3581,1.9173,4.5073,2.2541,3.0494,3.6702,4.7243,4.9023
200710,0.6623,-0.3442,-0.2605,0.0452,1.1313,3.1592,0.3307,0.1199,2.0056,3.8646,2.7073,0.7435,2.9605,2.3587,2.7263,1.9704,0.3346,-0.0826,2.3125,2.1274,1.4878,1.0554,2.8694,2.6283,2.2615
200711,-12.0426,-9.1805,-7.5851,-7.708,-10.2543,-8.6979,-7.5097,-7.4528,-7.5792,-7.8954,-5.4745,-7.2978,-5.0526,-5.9202,-7.5998,-4.7828,-6.7876,-3.7385,-5.786,-5.8845,-3.7637,-4.2782,-2.4766,-4.2954,-6.3525
200712,-2.9834,-1.5495,-1.6606,-1.8731,-1.5944,-0.4447,-1.2276,-1.4494,1.2306,0.1707,-2.5576,-0.388,-4.0128,-0.5371,-0.8367,-3.0303,-2.9049,-0.3379,-1.5804,-1.4089,-2.5454,-1.6051,0.1073,-0.5359,-0.6647
200801,-4.5971,-4.2338,-3.0741,-4.3451,-7.1067,-5.4275,-3.3536,-4.7257,-3.8018,-9.0434,-3.9787,-4.145,-2.4764,-4.6006,-7.4889,-3.3812,-4.8963,-4.5657,-2.7058,-5.6018,-3.2132,-4.7159,-5.8132,-5.8703,-5.0793
200802,-2.1789,-2.0964,-3.0926,-1.7395,-3.7041,-3.4821,-5.7312,-2.0917,-3.3602,-2.2731,-2.8357,-3.2226,-3.4675,-2.9125,-2.2562,-6.8975,-2.9449,-4.5357,-3.1079,0.0472,-2.7503,-4.082,-2.0637,-3.1478,-3.4066
200803,-4.0591,-2.1434,0.0007,-1.7572,-6.1845,1.3064,2.8088,1.6795,-0.2254,-0.7015,-2.5029,-2.0187,-1.6401,-0.903,-1.2869,-1.9208,-3.4828,-1.3053,-1.851,-3.9885,-2.8047,-2.6491,0.0259,-2.6232,-2.6799
200804,0.1782,-0.4816,1.0537,-0.1587,2.215,2.4798,1.5022,4.5079,3.1866,3.4694,9.8855,6.1384,7.0837,7.7598,6.3559,5.738,4.0429,4.4143,4.764,5.4354,2.8943,5.9504,4.3318,6.4744,7.7691
200805,4.2712,1.7094,2.7559,1.9757,2.8812,3.5482,4.4926,5.4415,3.7497,6.7273,4.4351,6.0105,2.8808,4.3071,6.5304,3.193,3.9414,3.9325,1.8797,6.3582,2.276,1.3798,3.6377,1.1147,2.735
200806,-8.4805,-9.1643,-9.9469,-10.2278,-8.3528,-12.6525,-11.8046,-10.7729,-9.7217,-9.356,-11.268,-10.1655,-12.9445,-9.9256,-9.0928,-12.4469,-11.2942,-13.8757,-9.7038,-8.6567,-9.1124,-10.6334,-8.0735,-9.7237,-11.5704
200807,-0.6319,1.6183,3.5865,2.1288,0.1167,6.8491,5.3315,6.9963,3.8584,0.8215,1.1198,2.778,1.2133,0.4972,-0.3292,-1.3266,-1.4457,1.5862,-2.4673,-6.4754,-2.513,-0.0212,-0.4525,-1.7841,-4.9407
200808,0.8586,2.8658,2.4995,5.0198,-0.0955,4.2722,5.9945,3.9757,8.0532,4.2364,5.0171,3.6521,2.4244,3.7917,3.1653,1.3242,2.8953,2.8939,2.8319,0.4159,2.1576,0.2791,1.6891,1.4159,-3.6252
200809,-14.2763,-6.7622,-7.5883,-9.184,-14.8888,-8.6692,-5.6021,-4.2304,-7.2912,-9.9402,-9.455,-7.5589,-8.2383,-14.5973,-12.6894,-11.5906,-12.5537,-9.5497,-13.0767,-16.3971,-12.0311,-10.4838,-10.72,-12.1534,-15.7096
200810,-22.5134,-19.4195,-17.1441,-20.5569,-21.5989,-25.1627,-21.5029,-21.0538,-21.3399,-25.5621,-19.4046,-18.0562,-20.1149,-24.1194,-24.5792,-20.8981,-23.0428,-18.7402,-20.9437,-27.9081,-21.3886,-17.2376,-21.1935,-18.4015,-20.3353
200811,-16.7986,-14.4632,-15.3081,-16.2698,-15.2151,-13.9259,-10.4306,-10.8469,-13.8677,-14.8706,-17.2997,-7.3284,-9.6293,-12.4887,-12.1627,-11.4506,-10.5861,-11.0804,-10.3045,-12.7257,-11.8318,-5.5034,-8.8975,-7.4469,-12.3987
200812,-0.821,1.9004,0.0225,4.9544,1.3988,3.8779,9.3868,10.9483,8.0283,5.4554,4.7449,4.7278,4.1833,5.9582,7.1579,4.3467,5.7691,4.7062,2.7237,7.0783,2.4182,1.8033,4.7578,2.4899,1.5019
200901,2.4167,-5.3768,-6.6996,-5.4464,1.9614,-12.7695,-11.2042,-12.4319,-11.6646,-4.9776,-6.2167,-11.3934,-9.3615,-7.6503,-7.8637,-6.8244,-6.3039,-7.0297,-5.2754,-4.8884,-5.2136,-7.4412,-8.162,-6.7187,-4.9755
200902,-11.606,-11.6911,-11.4703,-12.0328,-11.4978,-14.8134,-15.3376,-12.5038,-13.0081,-12.102,-11.2738,-13.4219,-10.486,-11.4804,-10.8292,-10.8738,-13.4004,-8.1469,-10.0127,-12.5627,-9.5441,-13.1408,-12.655,-11.841,-7.5059
200903,15.0014,10.2368,11.6155,11.5101,14.6599,15.7784,11.9144,11.1128,14.1961,11.8414,12.6861,13.3299,12.1538,9.0981,11.347,8.0156,11.7196,9.108,9.0457,12.9066,9.6677,8.9989,10.6135,11.8347,11.6027
200904,26.7898,19.7042,18.7614,17.6283,19.5768,35.6243,20.3817,21.4662,23.9906,24.6784,27.451,23.9868,20.7196,27.5994,21.7594,19.8332,21.966,18.368,18.5741,24.0821,19.1912,18.1033,18.4395,14.1732,17.4626
200905,12.17,11.1966,7.7969,10.0322,14.8077,8.1844,4.3626,5.1994,3.3788,9.3241,3.9812,3.7385,1.7535,9.6667,7.0828,4.4666,7.8209,3.8065,7.3596,9.9967,7.0245,5.4178,9.456,6.8122,11.0924
200906,6.8306,3.1648,3.4192,4.1437,7.7795,-0.2899,0.4631,3.7309,1.3312,3.8537,0.6735,1.0259,0.4238,0.9068,1.0613,1.1099,1.711,1.3575,-1.7575,-0.8035,0.3237,0.7337,-2.0657,-1.2752,-1.4641
200907,11.7993,9.6696,5.8875,5.7939,5.793,15.2298,11.13,9.0602,8.935,8.6722,12.1304,11.9639,10.3859,8.4555,8.7442,13.4642,6.038,9.7742,7.4233,8.4885,10.0896,7.7724,7.5622,8.3112,6.9979
200908,17.9725,6.7894,4.1122,3.4384,4.6694,8.712,1.9657,3.1596,3.3143,1.0134,5.2874,4.2764,3.4575,2.5184,1.6626,10.5194,6.8475,5.0907,1.8,3.2163,6.2865,3.9866,3.1031,3.0647,2.6687
200909,12.5842,7.0678,5.1123,4.6933,5.0783,9.4796,7.7791,4.8735,6.8434,7.1978,6.208,5.7564,6.7266,6.0788,6.4416,7.848,5.9651,6.2704,5.4167,7.4617,4.258,2.5882,4.5127,2.9448,6.4836
200910,-9.464,-6.0532,-4.1291,-6.6968,-7.5583,-9.6773,-7.5714,-6.543,-6.4832,-7.0198,-8.3396,-5.2514,-4.3799,-5.7674,-4.6642,-7.173,-4.547,-5.3163,-4.0538,-3.2309,-2.73,-2.208,-1.8137,-1.9104,-3.6831
200911,2.2189,0.0726,-0.9603,-0.7967,-0.1291,1.3176,1.2747,4.2093,2.0611,2.4709,3.827,4.0277,5.0145,2.3455,3.7234,5.2051,3.752,5.7657,4.1338,4.8913,3.4327,6.1354,6.4048,6.492,5.1148
200912,7.4289,7.0669,6.5756,2.9532,5.8706,10.7916,10.7637,8.1155,8.1186,8.0965,8.7655,7.9852,7.0731,7.1342,6.8727,7.479,5.9403,4.5842,5.5613,7.4447,2.3248,3.254,4.2289,2.0766,4.5857
201001,1.1846,3.5517,0.0881,2.0787,-0.2158,-0.7643,-3.4914,-2.3508,-2.3923,-2.9874,-3.5876,-1.7069,-3.5008,-2.8951,-3.8099,-4.9103,-2.3639,-1.2393,-3.6047,-4.0529,-4.745,-1.9504,-3.5629,-2.4844,-4.0068
201002,4.112,3.4093,4.5365,3.2513,2.3801,4.0791,3.6651,3.8146,3.494,3.564,5.7756,5.1876,5.812,3.9153,4.5161,3.1437,7.0244,5.2299,3.969,5.4194,3.7368,3.0206,3.9888,3.0052,3.2617
201003,11.0364,8.8581,6.5966,6.4458,5.7948,11.4935,8.0167,7.9094,8.4624,7.538,8.7622,10.2228,8.1025,8.0048,6.518,7.6791,7.5355,9.0606,6.6448,7.2621,7.7143,7.5204,5.3967,5.0983,4.8596
201004,11.7861,11.1516,10.5753,9.8187,8.469,5.7264,8.0127,5.1995,5.6206,4.0085,4.3678,4.3097,7.0363,5.2648,3.8014,7.2498,3.3134,6.3002,5.0099,1.9658,1.737,2.8749,1.2214,2.008,1.9185
201005,-10.0586,-8.6023,-7.2041,-7.2291,-9.1316,-10.4481,-7.9822,-6.2153,-6.862,-6.9083,-8.2104,-6.9457,-6.2479,-7.2347,-7.8696,-7.1011,-6.6572,-7.8095,-6.4824,-7.6506,-7.0477,-7.258,-6.9014,-6.8463,-9.1982
201006,-10.69,-7.6047,-7.3563,-7.9235,-7.8001,-7.5722,-9.1967,-8.3677,-7.5726,-6.6108,-9.4642,-6.8495,-6.7247,-6.3722,-6.7297,-9.5678,-6.472,-6.6459,-4.1394,-6.7187,-6.3231,-5.4482,-4.2632,-4.6912,-6.1708
201007,5.4989,5.4734,4.9497,3.8417,2.9086,9.1426,6.9576,8.5436,6.1804,5.1993,9.142,7.0437,8.6146,7.3884,5.2927,8.5032,8.5476,7.9025,7.3174,5.7759,6.1561,7.4768,6.4513,6.8913,8.2068
201008,-8.0309,-6.3117,-7.8469,-7.0126,-7.5614,-10.5243,-5.8563,-5.0751,-6.3476,-9.0281,-7.0791,-8.202,-4.8173,-6.9295,-5.4735,-6.9196,-7.0678,-5.5702,-3.643,-4.0679,-4.5191,-6.4195,-5.0617,-3.6175,-3.1702
201009,12.3157,10.1916,10.1659,6.7217,8.8139,14.5496,14.4488,12.3078,11.8964,13.8779,14.8628,13.0883,11.7536,13.6559,11.6556,12.6959,10.163,11.1711,9.9787,11.0118,9.216,9.396,9.0601,9.3305,11.6348
201010,4.6722,6.0955,3.1706,3.1817,5.6246,1.7677,4.7157,3.2509,4.0455,3.2849,3.9304,4.9538,2.999,4.4863,3.5728,3.9394,2.9896,2.2178,3.4005,2.9467,4.9235,4.1037,3.7517,3.6814,4.1885
201011,1.7373,1.1466,2.79,1.7283,1.5764,4.3802,3.8489,3.9771,3.0879,2.8227,3.7433,5.5554,3.4497,3.4408,3.8001,4.4933,2.2243,1.2748,2.3644,2.8961,0.4766,0.2897,1.6349,0.1111,0.2321
201012,11.5097,7.6859,8.427,7.6308,7.6303,13.286,8.2834,9.2968,7.3066,7.9755,10.6016,8.8512,7.2195,7.3923,6.4405,11.5602,8.8856,6.0013,6.4981,6.9938,8.8425,8.5682,6.3466,6.4184,5.0483
201101,3.1528,4.3665,1.7804,2.3622,0.5142,1.6944,1.0664,0.8479,-0.0216,-0.7667,1.5662,1.5407,1.27,-0.2975,1.8796,3.4302,3.2973,2.4948,1.6557,1.5805,2.8759,2.2275,1.3994,1.8541,2.359
201102,4.7536,5.6003,3.7936,2.9699,1.5614,6.9125,6.1028,5.9915,4.9092,4.6274,6.3866,4.1793,5.0748,6.6252,4.2223,3.7838,3.0483,4.9984,3.6278,4.5297,4.1165,3.8469,2.8986,4.0459,3.1052
201103,0.7231,1.5614,2.004,-0.1892,-1.0223,2.5672,1.8091,3.5476,3.4097,0.6805,2.129,3.1819,3.9132,2.8873,3.3771,0.5024,2.1846,1.3505,1.264,3.3905,-0.4987,0.3548,1.6598,0.2758,0.4913
201104,0.041,1.0661,0.5962,-0.5293,0.7928,1.8742,2.1287,0.9394,2.742,2.8101,3.5503,2.1135,5.3404,2.7709,3.1448,1.1919,4.6632,2.7341,2.9127,2.6118,1.9325,2.98,3.4774,3.8014,3.6725
201105,-3.4507,-1.8879,-1.4355,-1.8552,-3.2062,-3.2884,-2.1224,-2.6993,-0.3322,-2.3069,-2.3214,-0.3191,-1.4291,-2.2306,-1.0033,-2.666,-0.7246,-0.335,-0.2608,-0.0922,-1.1267,-1.6627,0.3655,-0.8774,-0.5351
201106,-4.2409,-3.5444,-0.0836,-1.5429,-3.8283,-3.2549,-1.7544,-0.76,-0.9437,-2.1074,-2.6713,-1.2666,-1.8972,-2.2093,-2.0072,-3.7016,-2.7587,-0.8394,-2.2125,-2.5588,-3.6259,-2.4279,-0.4615,-1.0717,-1.7115
201107,-1.0107,-1.9428,-1.3306,-1.5543,-1.3246,-4.997,-4.4227,-4.8397,-2.9032,-4.1534,-4.6953,-6.1198,-3.2178,-3.2284,-4.4304,-4.5335,-3.5768,-4.0471,-3.5654,-3.5609,-4.0744,-3.1905,-3.0812,-4.6232,-1.0749
201108,-11.5848,-7.2212,-8.9733,-8.9177,-12.0765,-11.4723,-8.8405,-9.4691,-9.5983,-10.0094,-9.9197,-9.1092,-7.185,-6.721,-8.6439,-10.9318,-8.1245,-4.5005,-7.4883,-8.6504,-6.766,-4.82,-4.5887,-6.051,-6.8941
201109,-11.6779,-9.0024,-8.0499,-9.7471,-12.7166,-12.3375,-9.6809,-12.2173,-11.8707,-11.6545,-13.2384,-11.3412,-10.402,-12.7732,-11.2789,-11.1611,-10.2611,-9.4549,-11.8936,-10.9322,-6.8044,-7.4418,-6.5593,-8.4913,-10.0306
201110,8.3148,8.2509,10.5994,10.1672,10.8551,17.2173,16.1449,16.6705,18.6433,16.251,18.0383,16.5747,16.8576,15.6323,16.4436,13.9748,14.5666,14.3609,17.6574,15.5609,10.8281,11.7478,11.3881,12.8395,12.3034
201111,-3.9935,-0.0295,-1.742,-0.2572,-4.7392,1.3869,0.498,-0.3595,0.0603,-2.2684,0.3613,-1.0061,0.6341,0.1359,-2.0033,-2.0396,-0.4226,0.767,-0.657,-0.0972,-0.2729,-0.0467,-0.4641,0.165,-2.1617
201112,0.8065,1.9512,1.1382,0.0867,-2.5328,-1.4283,0.5506,0.4931,0.787,0.0089,0.3511,0.642,0.6643,-0.3398,-1.5005,1.1221,0.5987,-0.0376,-0.2321,-2.8319,0.2365,0.7693,0.587,-0.4296,-2.8001
201201,12.3722,8.9131,7.6049,9.8722,11.0437,8.6247,6.9308,8.8405,7.0959,8.4508,7.5495,6.1648,5.8327,7.1733,8.3391,10.2999,5.5554,3.8406,8.2217,8.8294,4.4352,4.8042,5.2907,6.6383,8.7235
201202,6.2092,3.6644,1.6286,2.2301,3.0982,5.613,2.668,3.3948,2.6885,2.7758,5.4438,2.4988,4.128,5.0132,3.1,6.7718,2.7182,5.3035,4.7314,5.0832,5.0014,5.103,3.3766,2.9683,5.6264
201203,6.5418,3.6881,2.7652,4.6808,1.5953,1.8339,3.4412,2.7803,1.1497,2.4513,3.4068,1.2614,0.753,1.8814,0.9064,3.3811,2.0135,1.1402,1.0695,1.4686,4.623,2.9505,2.7826,1.3663,1.9821
201204,-1.1585,0.2377,-0.6071,-1.0178,-2.8463,-3.3048,-3.0318,-1.2467,-3.0769,-1.4601,-1.1111,-1.4368,-0.12,-0.9932,-3.1042,-0.4685,0.3951,0.0134,-0.4078,-3.2426,-0.7226,-0.3718,-1.4333,-0.6563,-1.536
201205,-6.6797,-4.2148,-5.9922,-5.5156,-9.3667,-6.5554,-8.6897,-5.6153,-6.8082,-7.7965,-6.4986,-6.9788,-7.2574,-7.4677,-8.133,-7.7798,-8.3788,-7.7748,-8.5999,-9.5327,-3.659,-4.7203,-6.2382,-7.5955,-9.969
201206,3.6707,3.4992,5.0118,4.6376,2.7993,6.1235,4.5249,5.0169,4.6826,6.078,5.3652,3.3977,1.7723,3.3538,3.8833,4.5595,1.6617,1.8731,1.1419,0.8325,3.2949,3.9442,3.8571,2.5623,3.5767
201207,-0.4785,-1.831,1.0608,-0.6029,-3.5311,-2.941,-1.3507,-0.1276,-0.862,-2.4745,-1.8881,-2.7364,0.2871,-0.5387,-1.4292,-1.0889,-0.5836,-0.7458,-0.7324,-1.0313,1.9348,-0.6161,0.7043,1.3757,-0.5174
201208,1.5035,2.8621,2.955,2.564,1.6497,3.5534,3.1085,0.9188,3.2371,3.105,6.4531,3.463,2.4925,3.2685,5.664,5.4614,3.0831,3.0267,4.6199,4.7513,4.56,1.5349,1.4737,3.2236,2.4228
201209,5.2643,5.143,4.1783,3.9819,3.3782,4.7714,3.3764,5.3788,4.1933,4.6659,2.5479,3.1884,3.0726,1.6521,2.3772,3.6703,2.951,1.7829,1.1929,1.8145,3.4927,3.1131,2.3044,1.5334,2.3535
201210,-3.2831,-0.8024,-1.6275,-2.3692,-2.4812,-2.3692,-1.5583,-1.5025,-1.4184,-5.3708,0.7871,-1.7842,-0.4803,0.4058,-2.339,0.1204,-0.6933,1.4727,-1.2392,-0.7456,-0.0685,0.6576,-1.1236,-1.4403,-3.4523
201211,-0.0994,-0.4722,-0.779,-1.274,-1.1656,0.9219,1.3485,1.0614,-0.039,0.2665,4.775,2.2561,2.2519,2.65,1.3752,0.9868,3.0174,0.4044,2.9773,2.3666,2.2012,1.4046,0.1262,0.9459,2.4934
201212,1.7611,3.3102,2.4903,2.5006,1.5163,4.2601,4.0407,4.1601,4.0965,2.9548,1.9113,3.8643,2.5907,2.4194,4.9023,3.0338,1.9175,1.2815,2.564,3.6627,1.8879,1.6316,1.1422,2.0892,1.4883
201301,9.6916,6.5799,7.4993,6.8999,7.236,7.6641,5.7123,6.0966,5.3343,7.2008,6.7202,6.528,7.0097,6.3348,5.4928,10.2426,6.4888,6.8638,7.5808,7.8342,6.8403,7.1583,4.8957,7.3296,5.7627
201302,1.9503,0.5713,0.9789,-0.15,0.6076,1.0187,1.9519,0.875,0.6419,1.2206,1.1639,1.8822,1.4165,0.8023,0.9936,1.8782,1.8374,1.5452,0.8639,0.0563,0.6588,1.4463,2.2067,0.708,0.8995
201303,3.8746,4.7509,2.3002,4.7298,5.4247,5.2851,4.5996,3.9049,4.0999,3.7987,3.947,5.951,4.7846,4.7829,4.5766,5.7485,5.1616,5.1771,4.2313,3.655,5.0223,4.9514,5.3445,3.7812,3.0363
201304,0.4513,0.2718,0.5564,-1.2068,-1.4916,0.6985,-0.4759,-1.6064,-0.3986,-1.4926,-0.0446,-0.1668,1.0939,-0.9861,-1.3848,0.2959,1.4809,1.2465,0.1857,0.8892,2.2333,2.258,2.3204,-0.2099,2.2369
201305,5.8624,5.0916,5.8839,3.8425,4.3884,6.9742,5.6628,2.8975,6.1975,6.6213,4.5225,4.5161,3.0761,4.6622,6.0067,4.1608,3.5032,2.2544,4.9558,3.762,3.1226,1.2626,1.3264,4.0855,2.4813
201306,-0.0534,1.7432,1.9718,0.2103,-1.09,-0.1794,-0.2449,0.7104,0.7862,0.9509,-2.0099,-0.6399,-0.1122,-0.2633,-1.5222,-2.2354,-1.8591,-1.9046,-0.9693,-2.0665,-1.2936,-1.7809,0.4241,-0.5483,-1.3063
201307,10.6334,6.2749,7.6451,7.2085,6.2093,7.8871,7.7243,6.059,6.7641,6.9048,10.2309,8.7046,7.3242,5.4445,7.0882,7.4724,6.8012,5.8069,6.17,7.5925,4.4805,6.2742,5.1407,5.4626,7.0473
201308,-1.2702,-1.788,-2.938,-2.5195,-0.3616,-3.6303,-4.3333,-3.4673,-2.8969,-0.609,-3.3107,-3.025,-2.8557,-3.5047,-1.9032,-1.9748,-3.3737,-3.6688,-1.9649,-1.8782,-2.98,-2.6168,-3.3449,-2.1125,-1.3555
201309,6.2181,4.6587,5.6633,5.7934,7.418,6.1268,4.765,7.4171,6.1327,7.1237,5.3838,5.5994,4.4836,5.3473,6.8427,4.4027,5.4423,4.8504,4.5278,7.0838,3.547,4.2035,3.0248,3.9561,4.7789
201310,1.4807,2.7642,3.3616,3.5423,0.0359,1.65,4.486,3.9423,2.5346,0.2769,3.4734,2.4531,4.8329,3.8172,3.7016,2.9181,3.8553,4.8647,2.6502,2.9087,5.7005,4.1058,4.7418,4.0067,2.0571
201311,5.8218,4.3738,6.3006,3.488,4.1884,3.3657,5.3652,4.8764,5.0902,4.0714,5.7745,5.0174,2.4435,2.8454,3.1202,3.1484,2.7385,1.8031,1.3203,0.9006,1.7547,3.5462,2.8887,2.7016,1.6961
201312,3.2569,2.5725,1.4638,1.3388,4.2167,3.3892,2.4747,0.8966,2.741,2.5129,3.4966,2.3155,3.5532,2.7633,2.5058,2.8909,3.2687,2.5094,3.5398,3.4468,2.9672,2.6335,2.7712,3.2339,3.4843
201401,5.2206,-0.7349,-1.3998,0.1519,4.8582,-3.3398,-5.4748,-3.1563,-4.6527,0.0501,-2.5589,-0.6982,-2.8931,-4.0519,-3.0426,-4.877,-3.1243,-2.3896,-2.356,-2.093,-4.6194,-3.346,-2.5082,-3.2827,-1.0188
201402,5.1201,3.8735,3.658,3.3183,4.2151,4.0798,3.9621,5.1029,3.9472,4.6023,5.9927,5.3872,3.352,4.2066,6.6139,6.3612,4.6681,4.779,4.4813,6.854,5.2181,4.5835,4.328,6.2153,5.6632
